Country,Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nicaragua,NIC,2.494285239,1.438912621,-0.673728588,1.110599769,3.882831193,2.8680733,2.735244475,3.642276137,2.022687036,-4.607404722,3.002818391,4.89429304,5.08092217,3.543392464,3.416526898,3.436559084,3.223799153,3.307216049,-4.569253481,-4.852108646,-3.147036838
Netherlands,NLD,3.453538256,1.557458129,-0.42036774,-0.315789835,1.63118807,1.812699193,3.29494984,3.547359498,1.773356664,-4.161038495,0.824259853,1.078628274,-1.395919336,-0.424178694,1.059101254,1.508266184,1.649315547,2.304284733,1.764937264,1.289889121,-4.329611883
Norway,NOR,2.537301756,1.559548852,0.900636375,0.319967274,3.356838854,1.928840748,1.578419866,1.934064976,-0.76815344,-2.958585549,-0.54479433,-0.320026519,1.362984873,-0.180216051,0.826056236,0.957500763,0.18505968,1.500180926,0.453550486,0.067992626,-1.300000154
Nepal,NPL,4.287565074,3.052242503,-1.412545104,2.47272123,3.288760446,2.172198936,2.08701725,2.173334103,4.974641,3.689497145,4.313246945,3.314689744,4.639947272,3.803477456,6.054086832,3.556335384,-0.481931972,7.521029892,5.848710828,4.744512715,-3.8629877
Nauru,NRU,,,,,,-2.459197991,9.608731047,-23.00600679,21.80161943,8.377896613,10.40063942,9.344522793,10.6275113,29.69099866,25.56613859,2.8540011,2.58258545,-6.664971381,5.094015962,-0.798959495,0.495884603
New Zealand,NZL,2.302162859,2.856935696,2.87172757,2.5066779,2.493485782,2.161439938,1.634447486,2.071338764,-1.950728096,-1.128572694,0.405531884,1.480014901,1.68167001,1.909746478,2.103712777,1.617208938,1.426238362,1.471532859,1.373543647,0.027564149,-0.240800771
OECD members,OED,3.316023586,0.640200734,0.837459382,1.36580077,2.525487686,2.1425311,2.338079401,1.909128616,-0.486357864,-4.014597775,2.243762013,1.375473763,0.74376611,0.881965573,1.488190658,1.917589705,1.174976149,1.875177317,1.772124916,1.232812894,-4.888438711
Oman,OMN,5.936793378,3.254208286,-2.791015949,-4.761276802,-1.166451741,-0.192375635,2.53425168,1.449056144,4.510990414,1.492229981,-3.812397629,-3.741172267,1.17838135,-2.228728729,-5.308807637,-0.891334462,0.077516184,-3.709651671,-2.142979565,-4.021127167,-5.696061103
Other small states,OSS,,2.381613549,2.775888545,2.693110233,7.013258594,3.512925496,8.233889269,7.163307377,4.608360531,-0.727697627,6.004461729,5.120965869,1.36973766,1.597114959,1.704029246,1.006013309,0.914328292,-0.79721381,0.177206791,0.141020125,-6.831003841
Pakistan,PAK,1.53612336,0.975939704,0.060411007,3.328596582,5.095222794,4.100530677,3.498108506,2.467958138,-0.574300931,0.560537621,-0.601301452,0.554047984,1.329475813,2.223673383,2.50719159,2.566467104,3.347911652,3.383928004,3.681034462,-0.8808181,-2.875945615
Panama,PAN,0.710915778,-1.35632658,0.295907822,2.261670349,5.538942489,5.232159436,6.68387882,9.97372368,7.90195582,-0.539359768,3.983879066,9.397933867,7.910980198,5.096965309,3.292822882,3.942836588,3.170454687,3.799463619,1.945103244,1.292536373,-19.24427647
Peru,PER,1.213143617,-0.656177993,4.279670571,3.132769336,4.000695407,5.362369056,6.626200639,7.63365404,8.250604564,0.287054626,7.455366293,5.467420707,5.267507298,4.902582604,1.305657512,1.963344408,2.422904855,0.829126309,2.197948449,0.565474348,-12.39213069
Philippines,PHL,2.152993476,0.874874017,1.558965066,2.952691514,4.482676553,2.978370939,3.444174497,4.712140541,2.626703133,-0.211698992,5.561000791,2.115926829,5.09072707,4.959414744,4.611113795,4.681878505,5.546712385,5.396653106,4.86730873,4.680376447,-10.78151355
Palau,PLW,,4.870145205,2.250503992,-4.09343382,4.597313992,4.364484234,0.812205616,4.0765934,-3.510571142,-4.455679066,2.091565623,7.921954141,2.324091344,-3.211686908,6.161168532,7.295562136,-0.382245191,-3.777986627,-0.676091288,-2.386734826,-10.19142496
Papua New Guinea,PNG,-4.68626066,-2.244984672,-2.188817999,0.116068953,0.605580054,4.041770062,2.999621432,5.256002817,-2.69317596,4.280569316,7.631711064,-1.080229832,2.479125015,1.726888402,11.28132033,4.461465034,3.398162799,1.494455652,-2.229167923,2.459006934,-5.343363388
Poland,POL,5.658715506,1.286416295,2.083172944,3.568273703,5.044271891,3.552349904,6.1984153,7.119699041,4.185759413,2.762519239,4.037237195,4.701322903,1.325138549,1.18682134,3.455985648,4.305814237,3.186070914,4.817573853,5.353914202,4.770539442,-2.502977768
Pre-demographic dividend,PRE,2.589368936,1.579629457,2.797714646,-3.601407251,8.838007689,3.144378528,3.358272071,3.269935607,3.538538006,1.892919977,3.506254631,1.295287558,1.324348665,2.847187658,2.085088047,0.287522637,-0.54423646,-1.223327069,-0.252547956,0.51522141,-5.656420913
Puerto Rico,PRI,2.98675151,6.086049154,0.78642427,-0.009183943,8.726426357,-1.845460369,-0.991029991,-0.582297438,-1.266583453,-1.416210879,0.092102072,0.80057306,1.24696939,0.842159018,0.436573539,0.706704569,0.666133348,-0.509099449,-0.187370305,1.474010583,-3.913534538
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,3.089054048,1.227263423,0.220542488,-1.301742086,1.545620102,0.595038718,1.441936413,2.305552113,0.174700555,-3.214389967,1.690928415,-1.551468317,-3.667531416,-0.377398249,1.337119967,2.214482885,2.341823216,3.759094389,3.01412373,2.658392606,-8.613931968
Paraguay,PRY,-4.275050599,-2.756562884,-1.892240056,2.449800142,2.285654074,0.493156058,3.227587174,3.923927666,5.045134054,-1.598880817,9.600801772,2.871009586,-2.061451531,6.816576449,3.87716,1.58379371,2.896856615,3.448948247,1.883631824,-1.65407082,-1.790980228
West Bank and Gaza,PSE,-10.86318838,-11.59863817,-14.69701378,11.13938647,18.84918086,8.482908417,-3.49430235,1.169825962,4.513711439,5.734576813,3.065654256,6.867834875,3.510367464,2.214850479,-2.471026305,1.372585088,6.446661461,-0.577622802,-1.304814192,-1.151613665,-13.63195905
Pacific island small states,PSS,-2.678323748,-0.061337069,0.897292718,0.957468843,2.98656972,0.968635955,1.121240039,-0.322020151,0.332127859,-2.262018736,1.812275524,2.573398917,-0.427736395,2.089308468,2.386698182,2.343322431,2.330949483,2.880929713,1.426641657,-0.568482159,-11.21644155
Post-demographic dividend,PST,3.484863143,1.016908043,1.069150245,1.590558755,2.679134006,2.306227964,2.452299357,2.049494415,-0.349046846,-3.842942818,2.371519238,1.404975194,0.814871323,0.961002311,1.535403833,1.846692829,1.319638611,2.000992995,1.929685856,1.429770453,-4.884322973
French Polynesia,PYF,2.071073682,,,,,,,,,,,,,,,,1.75934561,3.713960377,2.685711095,2.375694101,-8.132426894
Qatar,QAT,,0.089342757,2.857382834,-2.504994409,7.897160227,-6.428473517,6.764999751,-0.968201851,-0.20944178,-2.809622152,6.61828346,3.377158104,-2.910620036,-0.791157233,0.082046039,0.40489304,-0.378724504,-4.040775634,-0.837914028,-1.103232409,-5.197492282
Romania,ROU,2.593975232,6.696673666,7.655869434,3.081963843,11.05911322,5.316506112,8.670675853,8.829648237,11.1442089,-4.726982601,-3.328750364,2.408543966,2.495940298,4.157004108,3.997544304,3.438749236,5.305363967,7.941558658,5.090111107,4.73858787,-3.504430231
Russian Federation,RUS,10.463718,5.546717048,5.182746813,7.787965202,7.632492501,6.806606168,8.554944957,8.685760611,5.246214033,-7.827749092,4.453094432,4.218725874,3.849155632,1.538963817,-1.045257463,-2.183888387,0.010248462,1.709389916,2.815525692,2.078811309,-2.771565332
Rwanda,RWA,2.463828928,4.564086995,10.56060101,0.648529263,5.920775518,7.401920541,6.773734573,4.959010963,8.234460229,3.443600498,4.591583004,5.294458873,6.001737577,2.1833984,3.560878584,6.123834354,3.248439582,1.267473099,5.746140495,6.643583949,-5.782522382
South Asia,SAS,2.170628786,2.537687926,1.747465519,5.377480425,5.681416024,5.741189398,5.900781688,5.563633352,1.703110639,5.366910159,5.945487756,3.660679519,4.083162895,4.64713361,5.54368135,6.031663304,6.348031427,5.314822241,5.178801401,2.833162007,-6.777948719
Saudi Arabia,SAU,3.226493269,-3.721196754,-5.505149473,8.015643853,4.803411035,2.544036759,-0.0736673,-0.928187668,3.360690675,-4.787318594,2.008881749,6.704352977,2.203300234,-0.366653169,0.753966787,1.477060072,-0.603769619,-2.71382745,0.605723336,-1.325032136,-5.608695316
Sudan,SDN,3.442093537,3.577992814,3.088792049,3.359219284,2.243604773,2.739547888,3.613557402,2.858881617,1.059098862,-5.323342267,1.200455665,5.892689478,-7.668995075,-0.461617046,2.167038621,-0.513715753,1.015197229,-1.674314344,-4.981427129,-4.489843428,-5.906755904
Senegal,SEN,1.458931826,1.833327625,-2.340574717,3.011807629,2.043049772,1.676297833,-0.295754935,0.145326293,0.959376386,-8.20E-05,0.593291218,-1.431146901,1.14585218,-0.414523206,3.284135302,3.421501485,3.411823797,4.441187863,3.295346151,1.570496799,-1.213341926
Singapore,SGP,7.166804368,-3.701868237,2.970558101,6.088614451,8.453312084,4.864973877,5.646770928,4.573574739,-3.410977405,-2.853535498,12.5143074,4.143781719,1.929940775,3.153330888,2.59715384,1.773907808,1.99706567,4.427820162,3.012477443,0.192150836,-5.095470629
Solomon Islands,SLB,-16.57538393,-10.41306318,-5.360383231,3.766302526,3.969749473,2.9870471,2.428816263,2.108634129,3.445948274,0.20442483,6.007790541,4.565890119,-0.803712526,2.51714122,-1.659713924,-1.283749071,3.092868693,2.595508505,1.265303591,-1.359212002,-6.693315885
Sierra Leone,SLE,3.810032335,-9.684563546,21.02788609,4.36763959,2.02876511,0.587581535,0.941040847,5.164376638,2.924545674,0.899229403,2.999993256,3.924104272,12.6190955,18.05331112,2.274394131,-22.3120965,3.784444193,1.972229091,1.277389527,3.057634091,-3.981654333
El Salvador,SLV,0.387713347,0.214611682,0.974296173,1.024259931,0.391539693,2.229729368,3.876742062,1.419038494,1.694376294,-2.499332253,1.674149767,3.37090112,2.364627628,1.772805347,1.241379602,1.913344163,2.045533404,1.734694342,1.91195325,1.862065946,-9.041506281
San Marino,SMR,0.992372354,4.219616656,-0.960218525,2.469130512,3.172536026,1.090828213,2.536316107,5.777046207,-1.697517306,-11.45849124,-6.67263431,-9.571806844,-8.341735565,-2.158501479,-1.868946579,1.279966477,1.632641345,-0.241968818,1.205116385,2.132852518,
Somalia,SOM,,,,,,,,,,,,,,,4.625042424,11.78389739,5.431155335,-0.245105663,4.67226767,5.039205068,-0.462294726
Serbia,SRB,6.471472914,7.062707322,6.47847678,4.610065843,9.28288775,5.847869868,5.521892401,6.871969801,6.10631701,-2.340928202,1.136804338,2.845009607,-0.198378899,3.39452352,-1.126397327,2.311015889,3.88118476,2.645985862,5.067594881,4.893094256,-0.413904468
Sub-Saharan Africa (excluding high income),SSA,0.74271597,1.519278774,3.639473647,1.313218137,3.883186833,3.34981628,3.313050922,3.457221684,2.479968117,0.412765973,3.082900649,1.567121287,0.583000606,2.286286208,2.052416767,0.104692762,-1.518063959,-0.25571401,0.007943333,-0.075835226,-4.514063565
South Sudan,SSD,,,,,,,,,,0.384574825,1.431457455,-7.766913501,-47.59060134,10.49260882,1.416314383,-12.13179836,,,,,
Sub-Saharan Africa,SSF,0.740820594,1.512541528,3.634143401,1.304066171,3.875191415,3.352358308,3.315812655,3.460959484,2.473477995,0.409565056,3.082911564,1.57037284,0.581497978,2.287081726,2.052252068,0.106374817,-1.515225657,-0.253685796,0.00732182,-0.076841065,-4.521151538
Small states,SST,,2.046460871,2.744783568,3.166592823,5.989626738,3.316910686,7.573819385,5.999344394,3.706709609,-1.413665658,4.938805615,4.2718478,1.269724304,1.380254275,1.497102982,0.997135396,0.573511459,-0.617346849,0.431553485,0.165187252,-7.155973773
Sao Tome and Principe,STP,,,0.509168491,4.479632806,1.582489697,4.552989743,6.278349251,0.384431866,5.135728819,-0.342908452,4.013641084,2.050782804,1.021585816,2.805545968,4.562402256,1.977318631,2.226233309,1.910770169,1.020337945,0.302078271,1.155038083
Suriname,SUR,0.893731469,2.969035235,1.594696965,5.056044265,7.238034942,3.290467332,4.572700681,3.900563366,2.946946441,1.83392507,3.973684211,4.652577593,1.538693621,1.795953725,-0.828633107,-4.423046235,-5.883153118,0.567009682,3.948688807,0.163586538,-16.66353165
Slovak Republic,SVK,1.303577512,3.442924625,4.547441362,5.568547964,5.300318319,6.613004082,8.488188874,10.79969466,5.484390015,-5.581437238,6.194276042,2.505146676,1.185878164,0.54666178,2.624732872,5.115706788,1.80035278,2.82050738,3.650746342,2.466609371,-4.440749635
Slovenia,SVN,3.365877567,3.054123502,3.377418071,2.898197278,4.292355219,3.618340924,5.409482633,6.383588927,3.346279544,-8.380319592,0.90277138,0.652023243,-2.84370502,-1.163520875,2.667134059,2.133258028,3.116346601,4.747106183,4.044587379,2.534090905,-4.764678903
Sweden,SWE,4.598254794,1.177501892,1.864873974,1.929830384,3.927306257,2.44824844,4.075714897,2.675002671,-1.223069578,-5.151262729,5.052678573,2.418988511,-1.321002324,0.333984863,1.644244006,3.390176296,0.7961463,1.195147571,0.772577449,0.957561656,-3.646997137
Eswatini,SWZ,0.613763572,0.239633457,3.82227387,3.500157583,3.271428923,5.557738533,5.427472711,3.778704915,0.120966659,0.843358828,3.07449818,1.561657741,4.688052376,3.138953955,0.169409069,1.392651652,0.15939227,1.045685936,1.338591297,1.553151125,-2.868343171
Sint Maarten (Dutch part),SXM,,,,,,,,,,,3.751509141,6.542775596,-2.13646282,-4.136775648,-1.325377725,-2.547997424,-2.37652931,-7.204618721,-6.783794953,,
Seychelles,SYC,0.612194896,-2.356613212,-1.834808541,-4.816177359,-2.490007934,8.501896906,7.15334449,9.859154622,-4.310878182,-1.492677418,3.037276524,10.76086835,0.272336547,4.078024634,2.891898203,2.623391524,3.173270213,3.464142333,0.804608597,0.29648243,-11.5294348
Syrian Arab Republic,SYR,-1.758944251,-1.096464456,2.01945322,5.169416398,4.428762731,3.129768277,1.198692836,1.32071454,0.503795611,3.205860519,4.420452412,4.219561115,-24.02183561,-23.06127232,-6.150762489,0.649743498,-2.756790415,1.420466896,2.37767883,2.987632802,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,-2.995467807,-0.867138288,6.750429372,9.43374831,5.552558428,-3.95617949,4.066057599,3.871291294,-27.77377817
Chad,TCD,-4.46365291,7.509964447,4.387231773,10.38086676,28.67599995,13.12726855,-2.821420492,-0.173823664,-0.315792039,0.822972034,9.826018521,-3.227471422,5.273564912,2.216612801,3.433064525,-0.490723968,-9.156942245,-5.928753132,-0.67492092,0.209664512,-3.835675153
East Asia & Pacific (IDA & IBRD countries),TEA,6.582409398,5.997528693,7.121824666,8.044462031,8.252366276,9.114306978,10.24431559,11.68162671,7.840492052,7.218295951,9.152759154,7.83077571,6.662064163,6.396404023,6.112389814,5.864650445,5.779590805,5.890947586,5.814924125,5.1696616,0.892621394
Europe & Central Asia (IDA & IBRD countries),TEC,7.486962318,2.696652951,5.091837462,6.145608751,7.781543761,6.543767212,7.717568271,7.455437997,4.1702741,-5.033279908,4.287411378,5.224932338,2.914294037,3.018730042,1.702027328,0.896546102,1.420123923,3.695454647,3.057939478,2.250979352,-2.078874012
Togo,TGO,-3.68379232,-1.928181014,1.140196823,4.045695113,-3.462289346,-7.110493624,-0.043763658,-3.803819189,1.273017968,2.711175099,3.276730202,3.58715393,3.745865982,3.35202984,3.200959833,3.069176646,2.933579113,1.792430161,2.439742089,2.938181662,-0.660830191
Thailand,THA,3.369970167,2.489321386,5.271098032,6.390886875,5.56090336,3.517297966,4.335650261,4.846460183,1.192207174,-1.189422364,6.988267191,0.357206476,6.740713898,2.222539214,0.550320663,2.720140847,3.050047927,3.818674251,3.861482289,1.976892457,-6.333597892
Tajikistan,TJK,6.639862358,7.808728605,8.932017007,9.053903903,8.299401532,4.705231043,4.940065467,5.661955012,5.696226076,1.71572809,4.198846064,5.026529019,5.079240788,4.935542823,4.204127962,3.477382997,4.314284564,4.486563433,4.992100906,4.863056824,2.126594707
Turkmenistan,TKM,4.301487425,3.247410327,-0.741712602,2.254406699,3.936784597,11.81550773,9.693754114,9.690413793,13.17501692,4.570603412,7.498680031,12.77435842,9.121127712,8.177891697,8.283239823,4.606271686,4.379076259,4.737302759,4.507687031,4.668637453,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.011815975,-1.164988619,-0.896088111,1.23307621,4.158001788,2.780979771,3.86536704,4.167726864,2.655264799,-3.196738429,5.522886605,3.434144915,1.432683296,1.853941723,0.341969509,-0.54878623,-1.168385371,0.971941971,0.74512262,-0.15009698,-7.516335088
Timor-Leste,TLS,,14.172596,-8.873159287,-4.703445698,-2.159766717,0.582400987,-6.129296667,8.139811763,9.38104854,8.21083405,7.406720234,4.086890947,3.016536695,1.255323777,2.639099122,0.874639775,1.435526698,-4.939962804,-2.623312021,17.21141038,8.252053137
Middle East & North Africa (IDA & IBRD countries),TMN,4.373090098,0.695637471,1.259908416,0.137523337,5.98228034,2.509994144,3.353857742,4.289108581,2.165860906,1.149164076,3.434930904,-2.341306804,0.001894993,-0.393100407,0.207277124,-1.118610678,4.878343648,1.116145796,-1.069484806,-1.120226577,-5.026525728
Tonga,TON,0.374503699,3.201115521,4.275188572,1.724549296,-3.017383643,-0.607278604,-0.939875466,-0.57250469,3.93250554,-5.667196249,0.722057102,7.254593289,1.629797454,1.266461612,2.771043311,1.415833174,6.188519527,2.452312649,-0.86336535,-0.517228593,-0.488055109
South Asia (IDA & IBRD),TSA,2.170628786,2.537687926,1.747465519,5.377480425,5.681416024,5.741189398,5.900781688,5.563633352,1.703110639,5.366910159,5.945487756,3.660679519,4.083162895,4.64713361,5.54368135,6.031663304,6.348031427,5.314822241,5.178801401,2.833162007,-6.777948719
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.740820594,1.512541528,3.634143401,1.304066171,3.875191415,3.352358308,3.315812655,3.460959484,2.473477995,0.409565056,3.082911564,1.57037284,0.581497978,2.287081726,2.052252068,0.106374817,-1.515225657,-0.253685796,0.00732182,-0.076841065,-4.521151538
Trinidad and Tobago,TTO,6.628698311,3.802516524,7.464891701,13.8744747,7.401898216,5.686124914,12.68180338,4.282017161,2.919868614,-4.86017265,2.761309999,-0.894000091,0.619789046,1.557419329,-1.540161814,0.891688878,-6.097325969,-3.442733208,-0.350171817,-1.60945212,-8.151679972
Tunisia,TUN,3.687933102,2.889418734,0.528646976,3.923117943,5.419635751,2.621322986,4.269851109,5.637551422,3.139836372,1.95418835,2.444892243,-2.640299442,2.906225577,1.154958793,1.683125498,-0.054598177,0.008286165,1.086175267,1.342976888,0.27895876,-10.13443244
Turkey,TUR,5.32213582,-7.147845597,4.890330717,4.252446053,8.28603301,7.559697386,5.620645339,3.797987497,-0.382922616,-6.027912669,6.919606567,9.509983157,3.093101823,6.664883623,3.168090824,4.328127771,1.642463409,5.794264413,1.449522518,-0.427943737,0.695873101
Tuvalu,TUV,-1.476712592,0.711915909,6.592844843,-4.63580995,-2.821255106,-4.992469186,0.917470495,5.299443723,6.978278544,-5.332263721,-3.727928224,6.453543591,-4.891908691,3.564696643,0.202733035,7.903862972,1.814671677,2.875847514,1.25271621,8.343535173,3.187075984
Tanzania,TZA,1.978704412,3.342624572,4.224159913,3.733837575,4.512531372,4.489368363,3.579046849,3.801083999,2.731043461,2.293194511,3.290225792,4.549406244,1.441770134,3.637372694,3.581687916,3.027500479,3.716771195,3.643718302,2.355083458,2.719336486,-0.950176518
Uganda,UGA,0.098901358,1.997333297,5.370173021,3.140256843,3.45920391,3.016791246,7.345883493,5.048759643,5.331581697,3.471568351,2.324422695,5.965131422,0.586620052,0.290714168,1.640844576,1.572254863,1.018514894,-0.670054581,2.416779137,2.734740728,-0.360468368
Ukraine,UKR,6.971350137,9.949431183,6.344758858,10.40881627,12.64662435,3.829311564,8.301131618,8.863684994,2.798638467,-14.75897136,4.50634603,5.825144727,0.399973332,0.273493436,-4.8752463,-9.44383111,2.854797858,2.810645079,4.016385601,3.793718934,-3.350528266
Upper middle income,UMC,5.429227323,2.796167643,3.954603786,5.119793669,7.382035731,6.906843155,8.113052848,8.899941744,5.842995017,1.954191295,7.538661785,6.137515533,4.945657764,4.730470957,3.890141259,3.473412744,3.446952246,4.407235052,4.235320851,3.526855279,-1.172947998
Uruguay,URY,-2.276423412,-4.010015091,-7.747958307,0.877619993,5.072919934,7.450006594,3.985757573,6.338452994,6.904435822,3.949250124,7.495429539,4.86081146,3.230258359,4.314590135,2.904735403,0.030270417,1.329681214,1.257929132,0.109558006,-0.010198984,-6.18382416
United States,USA,2.975208629,0.003648976,0.802103854,1.980925835,2.84268064,2.563502409,1.867955516,0.911865594,-1.076700085,-3.387435662,1.716400257,0.815453101,1.502187905,1.138896602,1.776837703,2.319441456,0.977012682,1.687321406,2.455679199,1.697011299,-3.742961512
Uzbekistan,UZB,2.408081724,2.853468769,2.70878259,3.026728084,6.216411405,5.713013286,6.148245628,7.925723268,7.292860007,6.243041209,4.602330394,4.6775345,5.537338042,5.633700765,5.086104316,5.364816972,4.106072761,2.652484732,3.540796763,3.744517567,-0.221646203
St. Vincent and the Grenadines,VCT,1.616402157,1.610065843,6.122530128,7.463862039,3.966291001,2.396830938,7.702812383,3.424711092,1.692258013,-2.001505889,-3.321548838,-0.471680865,1.266822997,1.660664973,0.984202981,1.083547847,1.589541704,0.669624012,1.803779246,0.185859074,-3.561526318
"Venezuela, RB",VEN,1.747075965,1.489571628,-10.50397532,-9.384252353,16.26195718,8.498854953,8.16271834,7.167388944,3.79891882,-4.566962883,-2.905263395,2.561081426,3.924498809,-0.086885745,-4.732274757,,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,-0.392409019,3.323031122,3.497713552,3.585222912,4.041316111,1.162598335,-6.600820338,0.640017046,-8.147450692,-14.73218495,-6.157647384,-1.62976238,-0.267922316,1.786070569,-0.517853882,1.853135032,2.531674356,
Vietnam,VNM,5.6186354,5.098526177,5.288175995,5.902514029,6.55097112,6.559631518,5.985664406,6.123617296,4.652442416,4.370659462,5.364173555,5.159950016,4.156777011,4.317549749,4.872835171,5.570525948,5.11813729,5.728088412,6.016398379,6.001036651,1.979230846
Vanuatu,VUT,3.803037157,-5.564906783,-7.504724428,1.650200866,1.357180092,2.709450194,5.886330223,0.488114523,3.142211474,0.556232443,-1.299385225,0.399805756,-1.761921249,-2.323436786,0.292587988,-2.308669357,1.981244443,3.644485109,0.377254096,1.415227004,-9.019024219
World,WLD,3.136720399,0.693508393,1.047436819,1.874367876,3.185807505,2.76691374,3.212067017,3.164002916,0.750754154,-2.498241765,3.252415349,2.131218759,1.434855974,1.608712078,1.891751919,1.963203908,1.637036983,2.217164811,2.138546095,1.520327771,-4.268432168
Samoa,WSM,6.399075,6.36663286,3.743046615,3.884789131,3.971229977,3.504504529,1.319361393,5.638726998,0.33393016,-5.470040304,-0.284324215,3.2567912,-4.906239962,-1.190435492,-0.732756414,3.601604158,7.553770496,0.619350401,-1.620921753,3.868764616,-3.239176189
Kosovo,XKX,,,,,,,,,,4.194651985,4.100371559,5.41043862,0.805675792,4.702935624,3.653587821,7.371867227,6.203622556,4.038708924,3.056664741,5.237433159,-4.620481386
"Yemen, Rep.",YEM,3.206016238,0.853210526,0.974937014,0.789261372,1.019040293,2.612533316,0.276761277,0.450023077,0.761275118,0.986325945,4.73290478,-15.10791857,-0.391864478,2.014174978,-2.802862427,-29.82714464,-11.61113725,-7.345180429,-1.59456381,,
South Africa,ZAF,2.742094405,1.339811737,2.397930209,1.69680817,3.289055054,3.982026202,4.277768208,4.008494537,1.823497224,-2.898732638,1.551072639,1.607665368,0.789721589,0.854344198,-0.179700599,-0.218801181,-0.806311267,-0.265300653,0.113021478,-1.196091441,-7.615875502
Zambia,ZMB,1.150472299,2.595789393,1.84369651,4.236981472,4.309002711,4.471526273,5.091439454,5.497461718,4.875218255,6.190386174,7.129809157,2.423883558,4.310198659,1.809748654,1.48057981,-0.187950013,0.706659429,0.494085598,1.048033561,-1.451364465,-5.550283259
Zimbabwe,ZWE,-3.538611606,1.078703931,-9.12560883,-17.18852764,-6.102906488,-6.154440866,-4.087313969,-4.442783571,-18.49117591,10.70137019,18.06588271,12.45284037,14.70107747,0.192473502,0.596149104,0.100575481,-0.793105405,3.192452571,3.356166071,-7.46862686,-7.620388191
